,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,Ranged w/o image on 8.12,exclude?,Rank
87677,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26984700000,CHEESE COFFEE CAKE STRIP,ISB BREAKFAST BAKED GOODS,Yes,No,918
88007,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,23581300000,CRAB KING ALASKAN LEG & CLAW 20-24 CT,SERVICE SEAFOOD,Yes,No,923
89878,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26736500000,MUFFINS CHOCOLATE CHIP 6CT,ISB BREAKFAST BAKED GOODS,Yes,No,943
90427,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,2183459408,HEMPLERS SAUSAGE CHORIZO GROUND,BREAKFAST SAUSAGE,Yes,No,948
95397,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,8463244296,ISERNIOS CHICKEN GRND ITAL SSND,"CHICKEN, REFRIGERATED",Yes,No,1010
95582,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26767600000,BROOKIE CHOCOLATE CHIP,ISB DESSERTS,Yes,No,1011
96567,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,2183459355,HEMPLERS BACON ENDS & PIECES UNCRD,BACON,Yes,No,1020
99855,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26984800000,DANISH STRIP RASPBERRY,ISB BREAKFAST BAKED GOODS,Yes,No,1055
102036,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,2183458606,HEMPLERS BREAKFAST SAUSAGE LINKS,BREAKFAST SAUSAGE,Yes,No,1076
102543,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26623100000,BLUEBERRY & CHEESE STRUDEL STRAWS 12CT,ISB BREAKFAST BAKED GOODS,Yes,No,1081
104374,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,22904800000,18 CT BROWNIE COOKIES,ISB SNACKS,Yes,No,1098
106293,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26631200000,PIE APPLE 9 IN,ISB DESSERTS,Yes,No,1107
106821,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,26626800000,DANISH BEAR PAWS MINI 18 CT,ISB BREAKFAST BAKED GOODS,Yes,No,1110
110227,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,21709500000,TRAY CLUB SANDWICH,DELI CATERING/PLATTERS,Yes,No,1156
110917,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,24222800000,GUACAMOLE CUP,CONVENIENCE VEGETABLES,Yes,No,1166
111404,CARRS                    ,520,3101 PENLAND PARKWAY                    ,ANCHORAGE           ,AK,99508,60381202261,CHEESECAKE CREME BRULEE,ISB DESSERTS,Yes,No,1172
66420,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,22704700000,CROISSANT PLAIN 4CT,ISB BREAKFAST BAKED GOODS,Yes,No,686
85115,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,24282400000,SALSA MEDIUM,CONVENIENCE VEGETABLES,Yes,No,885
86824,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26886100000,MUFFINS CARAMEL APPLE SPICE 4CT,ISB BREAKFAST BAKED GOODS,Yes,No,904
89279,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,2183405571,HEMPLERS UNCURED BACON,BACON,Yes,No,939
90136,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,22711400000,ROLLS HOMESTYLE 12 CT,ISB ROLLS,Yes,No,945
100027,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,20362400000,HAM SHANK PORTION SMKD,SMOKED BEEF AND PORK,Yes,No,1058
107023,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,22717100000,CROISSANT MINI 8CT,ISB BREAKFAST BAKED GOODS,Yes,No,1111
107184,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26827200000,MUFFINS PUMPKIN CREAM CHEESE FILLED 4CT,ISB BREAKFAST BAKED GOODS,Yes,No,1115
111624,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,20434100000,HMPLR STICK PEPPERONI LANDJAEGER,SMOKED BEEF AND PORK,Yes,No,1173
112214,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,27051500000,DRAPER VLY FARMS CHICKEN LIVERS ABF,"CHICKEN, REFRIGERATED",Yes,No,1185
113061,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26629400000,MUFFINS RASIN BRAN 6CT,ISB BREAKFAST BAKED GOODS,Yes,No,1195
113576,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,27051600000,DRAPER VLY FARMS CHICKEN GIZZARDS ABF,"CHICKEN, REFRIGERATED",Yes,No,1201
116165,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,8800401154,TAAKA VODKA PET,SPIRITS,Yes,No,1221
117374,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,21440100000,SALAD LEMON PARMESAN BROCCOLI,FULL SERVICE DELI SALADS,Yes,No,1240
117787,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,24282600000,SALSA PICO DE GALLO,CONVENIENCE VEGETABLES,Yes,No,1246
118043,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,22851700000,COOKIES VARIETY 40 CT,ISB SNACKS,Yes,No,1249
118991,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26623000000,STRUDEL LEMON & CHEESE STRAWS 12CT,ISB BREAKFAST BAKED GOODS,Yes,No,1260
121375,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26826400000,MUFFINS PUMPKIN STREUSEL 4CT,ISB BREAKFAST BAKED GOODS,Yes,No,1278
122123,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,26657900000,PIE CHERRY 9 IN,ISB DESSERTS,Yes,No,1286
122646,ALBERTSONS               ,478,6727 EVERGREEN WAY                      ,EVERETT             ,WA,98203,22867300000,COOKIE SUGAR 18CT,ISB SNACKS,Yes,No,1292
92488,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20432800000,HMPLR STICK PORK N BACON,SMOKED BEEF AND PORK,Yes,No,968
118229,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20899200000,PORK TOP LOIN CHOP BNLS SSND,"PORK, NATURAL",Yes,No,1251
123248,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,26637300000,DONUT CAKE OLD FASHION VRTY 12 CT,ISB BREAKFAST BAKED GOODS,Yes,No,1298
124451,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,21600200000,ECK HAM HAWAIIAN,DELI MEAT,Yes,No,1315
125077,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,5190000340,LOF DELI SHAVED ON THE GO OVEN RSTD TRK,LUNCHEON MEAT,Yes,No,1330
126191,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,22657100000,CAKE RED VELVET 8IN 2LYR,ISB DESSERTS,Yes,No,1339
127066,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,71788712117,LEMON DESSERT BARS,ISB WELLNESS,Yes,No,1346
127691,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,24268500000,KIWI & PINEAPPLE CUP,FRESH FRUIT CONVENIENCE,Yes,No,1348
127892,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,2183458604,HEMPLERS MAPLE SAUSAGE LINKS,BREAKFAST SAUSAGE,Yes,No,1349
128667,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20070200000,CHICKEN FAT,"CHICKEN, REFRIGERATED",Yes,No,1356
132635,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20916700000,CHICKEN BRST STFD W/3 CHEESES BCN JLPNO,"CHICKEN, FROZEN",Yes,No,1397
133927,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20916500000,CHICKEN BRST STFD TRPL MSHRM BCN WRPD,"CHICKEN, FROZEN",Yes,No,1417
135732,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,60381202247,CHEESECAKE HUCKLEBERRY,ISB DESSERTS,Yes,No,1429
136198,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,22860800000,COOKIE RED VELVET 18CT,ISB SNACKS,Yes,No,1433
137311,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,20916400000,CHICKEN BRST BRD PRMSN W/MRNRA & CHSE,"CHICKEN, FROZEN",Yes,No,1448
137734,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,4946334280,BEDFORDS GINGER BEER DIET,PREMIUM SPARKLING DRINKS,Yes,No,1454
138672,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,85366200200,TACOMA FIRELOGS,PRESSED FIRE LOGS,Yes,No,1470
139583,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,27051300000,RNGR AIR CHL CHICKEN BREAST SPLIT  AK,"CHICKEN, REFRIGERATED",Yes,No,1484
139773,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,85952200466,MAN CAVE GRINGO CHORIZO,BREAKFAST SAUSAGE,Yes,No,1486
141076,ALBERTSONS               ,469,12811 BEVERLY PARK RD                   ,LYNNWOOD            ,WA,98037,1906109256,RAW HAZELNUTS,NUT MEATS,Yes,No,1499
97345,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,20335800000,PORK LOIN CHOP BI,"PORK, NATURAL",Yes,No,1028
123793,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,21583300000,D&W PRE-SLC TURKEY BREAST BLACK PEPPER,DELI MEAT,Yes,No,1305
123990,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,23011500000,SALMON ATLANTIC STEAK FARMED FRESH,SERVICE SEAFOOD,Yes,No,1306
124815,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,24249000000,TOMATOES,CONVENIENCE VEGETABLES,Yes,No,1325
126871,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,22689500000,COOKIES RED VELVET 16 CT,ISB SNACKS,Yes,No,1345
128505,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,7320241552,POSADA SHRD BEEF CHIMICHANGA,MULTI-SERVE MEALS FROZEN PREPARED FOODS,Yes,No,1355
130546,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,64708600153,ROYAL DUTCH VEAL GROUND,VEAL,Yes,No,1379
132014,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,77098131005,KIMBERLEY'S RED VELVET CUPCAKES,ISB DESSERTS,Yes,No,1392
133000,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,1037441001,CHSECK NY STYLE F TBL,ISB DESSERTS,Yes,No,1399
136389,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,22735000000,COOKIES SUGAR 30 CT HOLIDAY,ISB DESSERTS,Yes,No,1434
137523,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,2830001718,SHAMROCK CAFE COMPLEMENTS ITALIAN SWEET,CREAMERS,Yes,No,1450
140092,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,26824300000,COOKIES CHOCOLATE CHIP 30CT,ISB SNACKS,Yes,No,1488
141426,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,22793400000,WHITE CAKE WHT ICD 1/4 SHT CELEBRATION,ISB DESSERTS,Yes,No,1503
141614,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,7707900400,SOUTHERN RECIPE SMALL BATCH SEA SALT &,SALTY BAGGED/CANISTER SNACKS,Yes,No,1504
143732,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,78802207254,CBN COMO BATARD,ISB MAIN MEAL LOAVES,Yes,No,1529
144579,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,85529800502,DANZEISEN DAIRY REDUCED FAT MILK 2%,MAINSTREAM WHITE,Yes,No,1538
145089,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,78802207252,CBN ROSEMARY SEA SALT BATARD,ISB MAIN MEAL LOAVES,Yes,No,1545
145350,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,21242800000,ECK BOLOGNA GARLIC,DELI MEAT,Yes,No,1547
145517,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,21594500000,D&W PRE-SLC HAM HONEY GLAZED,DELI MEAT,Yes,No,1548
146583,ALBERTSONS               ,977,14551 WEST GRAND AVE                    ,SURPRISE            ,AZ,85374,28147200000,BACON PEPPERED DOUBLE THK,SERVICE MEAT,Yes,No,1556
18244,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,26580600000,FF SMPLY RSD CHICKEN BREAST SPLIT ABF,"CHICKEN, REFRIGERATED",Yes,No,174
106749,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,20362600000,HAM BUTT PORTION SMKD,SMOKED BEEF AND PORK,Yes,No,1109
107720,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,23579200000,ALASKAN KING CRAB LEG & CLAW 16-20 P/F,SERVICE SEAFOOD,Yes,No,1125
121989,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,60381257095,CHEESECAKE FABULOUS FOUR HB/SB/NY/CT,ISB DESSERTS,Yes,No,1285
126554,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,20434700000,HMPLR STICK PEPPERONI,SMOKED BEEF AND PORK,Yes,No,1342
131028,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,84747300485,APPLES PINK LADY ORGANIC,ORGANIC FRUITS,Yes,No,1381
131213,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,85284600701,NINKASI PACIFIC RAIN NW PALE  BTL,BEER,Yes,No,1383
135142,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,21500400000,COMBO SALAD CHICKEN,DELI CATERING/PLATTERS,Yes,No,1423
137236,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,23019100000,CLAM VENUS LIVE,SERVICE SEAFOOD,Yes,No,1444
139012,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,85332400106,FRESH NATURE HUMMUS JLPNO GREEN CHICKPEA,DELI DIPS AND SALSA,Yes,No,1471
140308,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,72802815084,PORTLAND BEE BALM OREGON MINT,LIP CARE SKIN CARE,Yes,No,1489
142590,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,20373000000,JLPNO POPRS BCN WRPD,SELF SERVICE VALUE ADDED MEATS,Yes,No,1514
142851,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,4125302100,NAPOLEON GRAPE SEED OIL,COOKING OIL,Yes,No,1517
143475,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,21936700000,RESERS SALAD PASTA ARTICHOKE,FULL SERVICE DELI SALADS,Yes,No,1526
143643,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,21985500000,DOUBLE R RANCH LONDON BROIL,DELI MEAT,Yes,No,1527
143943,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,22960500000,12 CT SOUTHERN HMSTYLE ROLLS,ISB ROLLS,Yes,No,1532
146201,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,83306700702,DUNHAM CELLARS RED,TABLE WINE,Yes,No,1553
146907,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,23489700000,COLUMBIA RIVER STEELHEAD TROUT FIL FRESH,FINFISH ALL OTHER - FARMED (BULK),Yes,No,1558
147525,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,20363400000,HILL MEAT CO HAM STEAK BNLS,SMOKED BEEF AND PORK,Yes,No,1563
147780,ALBERTSONS               ,2599,1800 NE 3RD ST                          ,BEND                ,OR,97701,24283500000,MELON BOWL MEDLEY,FRESH FRUIT CONVENIENCE,Yes,No,1565
87930,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85311700604,GEORGETOWN LUCILLE IPA  CAN,BEER,Yes,No,922
94536,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85453700359,FREMONT BREWING LUSH IPA  CAN,BEER,Yes,No,996
126694,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,7829600921,GONELLA PRETZEL ROLLS,ISB ROLLS,Yes,No,1344
128343,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,26660600000,MUFFINS PISTACHIO 6CT,ISB BREAKFAST BAKED GOODS,Yes,No,1354
130091,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,22476900000,CARAMEL DANISH COFFEE CAKE,ISB BREAKFAST BAKED GOODS,Yes,No,1372
131503,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,26657700000,CAKERIE NANIAMO VARIETY 8CT,ISB DESSERTS,Yes,No,1385
131705,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,4085002017,ALASKAN HUSKY IPA  BTLS,BEER,Yes,No,1386
131831,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,69594400002,SALSA DE ROSA SALSA MEDIUM,DELI DIPS AND SALSA,Yes,No,1389
134164,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,22158900000,CAKE TRES LECHES 1/4 SHT DECORATED,ISB DESSERTS,Yes,No,1418
138421,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,21357700000,DELI SNACK HUMMUS COMBO,DELI CATERING/PLATTERS,Yes,No,1468
139172,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85590400221,CLEARLY KOMBUCHA STRAWBERRY HIBISCUS,REFRIGERATED PREMIUM DRINKS,Yes,No,1474
140718,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85328900161,DIPPIN DOTS CKY N CRM WITH OREO,NOVELTIES,Yes,No,1494
142121,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85177300500,SEATTLE CIDER SEMI SWEET  CAN,BEER,Yes,No,1508
143232,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,5190000341,LOF DELI SHAVED ON THE GO BLK FOREST HAM,LUNCHEON MEAT,Yes,No,1524
144043,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,23640200000,CRAB SNOW PIECES COOKED,CRAB (BULK),Yes,No,1533
144203,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85453700333,FREMONT BREWING INTERURBAN IPA  CAN,BEER,Yes,No,1536
144391,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,22657200000,CK VIC LACE W/CRMCHS RSP 8IN2LYR,ISB DESSERTS,Yes,No,1537
144765,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,85177300511,SEATTLE CIDER SEASONAL  CAN,BEER,Yes,No,1539
145878,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,26658000000,PIE STRAWBERRY RHUBARB 9 IN,ISB DESSERTS,Yes,No,1551
146990,SAFEWAY                  ,1294,210 WASHINGTON AVE S                    ,KENT                ,WA,98032,2124260007,REDHOOK BIG BALLARD  BTL,BEER,Yes,No,1559
109069,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,22704200000,BREAD SLICED FRENCH,ISB MAIN MEAL LOAVES,Yes,No,1141
142331,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,85328900162,DIPPIN DOTS BANANA SPLIT,NOVELTIES,Yes,No,1509
149177,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,26631700000,PIE DUTCH APPLE 9 IN,ISB DESSERTS,Yes,No,1573
150343,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,85332400105,FRESH NATURE HUMMUS FALAFEL GRN CHICKPEA,DELI DIPS AND SALSA,Yes,No,1583
152371,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,85328900159,DIPPIN DOTS COTTON CANDY,NOVELTIES,Yes,No,1608
153147,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,21253500000,SC SALAD PASTA TURKEY PARMESAN,FULL SERVICE DELI SALADS,Yes,No,1617
155659,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,20988600000,PORK SHLD CTY STY RIB BI,SERVICE MEAT,Yes,No,1654
156257,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,65840332950,NO-LI BORN & RAISED  CAN,BEER,Yes,No,1661
156856,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,85332400101,FRESH NATURE HUMMUS CHICKPEA CLASSIC GRN,DELI DIPS AND SALSA,Yes,No,1667
159136,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,26749400000,CORNBREAD PLAIN CBN 4CT,ISB BREAKFAST BAKED GOODS,Yes,No,1693
159279,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,20255400000,BEEF KNUCKLE BONE PRE-CUT,VARIETY MEATS,Yes,No,1695
163136,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,84837500458,HOUSE WINE RED BLEND CAN,TABLE WINE,Yes,No,1751
164849,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,3150670316,D&W SOPRESSATA VP,DELI MEAT,Yes,No,1763
166111,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,26677600000,PIE PEACH 9 IN,ISB DESSERTS,Yes,No,1777
166683,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,23548000000,SHRIMP W/ VEGETABLES AND FAJITA SEAS,SERVICE SEAFOOD,Yes,No,1782
167341,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,7594740155,MR DELLS SHREDDED HASBROWNS,FROZEN POTATOES & ONIONS,Yes,No,1788
167928,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,85590400223,CLEARLY KOMBUCHA ASIAN PEAR,REFRIGERATED PREMIUM DRINKS,Yes,No,1795
169392,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,19161957631,FLETCHERS MARINERS BEEF FRANKS,FRANKS,Yes,No,1815
169568,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,24282500000,SALSA MANGO PEACH,CONVENIENCE VEGETABLES,Yes,No,1816
170049,SAFEWAY                  ,1660,905 E. MEADE                            ,YAKIMA              ,WA,98901,22753400000,BOSTON CREAM CAKE LEMON,ISB DESSERTS,Yes,No,1826
112179,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,85311700608,GEORGETOWN BODHIZAFA IPA  CAN,BEER,Yes,No,1184
151642,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,21591300000,D&W PRE-SLC TURKEY BREAST HOMESTYLE,DELI MEAT,Yes,No,1598
152241,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,85679300414,SCHILLING CIDER LONDON DRY CAN,BEER,Yes,No,1606
152629,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,23066700000,SHRIMP RAW 13-15 CT ARGNTNA PNK,SHRIMP FAMILY,Yes,No,1613
154200,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,7642070096,PYRAMID OUTBURST CITRUS IPA  BTL,BEER,Yes,No,1637
154416,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,26713100000,BREAD ENGLISH MUFFIN,ISB MAIN MEAL LOAVES,Yes,No,1640
158826,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,21352400000,DELI SNACK CHICKEN SALAD,DELI CATERING/PLATTERS,Yes,No,1689
160971,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,85328900160,DIPPIN DOTS DOUGH CHOCOLATE CHIP COOKIE,NOVELTIES,Yes,No,1717
162723,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,85590400222,CLEARLY KOMBUCHA RASPBERRY GINGER,REFRIGERATED PREMIUM DRINKS,Yes,No,1748
164119,SAFEWAY                  ,3285,1275 EAST SUNSET DRIVE                  ,BELLINGHAM          ,WA,98226,23885100000,CATFISH NUGGETS FROZEN,SERVICE SEAFOOD,Yes,No,1759
