,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,storeCounts,upcCounts,bundle_number,bundle_name
636175,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,79864415040,HALES ALES RED MENACE BIG AMBER  BTL,BEER,3,1218,17,SAFEWAY_1142_17
79125,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,60637310231,SPORT LG CM REFLECTIVE LEASH 1X60 INCH,PET SUPPLIES,3,1218,17,SAFEWAY_1142_17
411112,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,89138200053,WIENS BREWING IPA,BEER,1,769,18,ALBERTSONS_753_18
519647,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178500999,SOUTH COAST WINERY CAL GIRL,TABLE WINE,1,769,18,ALBERTSONS_753_18
514264,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,3016890230,MAURICE CAR RIE POMEGRANATE SPARKLING,SPARKLING WINE,1,769,18,ALBERTSONS_753_18
45380,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85950000600,AFTERSHOCK ORANGE CREAMSIC ALE,BEER,1,769,18,ALBERTSONS_753_18
205716,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85950000608,AFTERSHOCK PEANUT ALERT,BEER,1,769,18,ALBERTSONS_753_18
873541,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85256300326,STRAND BREWING BLONDE ALE CNS,BEER,1,769,18,ALBERTSONS_753_18
282840,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178505102,BERENDA ROAD MERLOT,TABLE WINE,1,769,18,ALBERTSONS_753_18
6863,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,28122300000,BOARS HEAD BACON SLAB,SERVICE MEAT,1,908,19,SAFEWAY_1211_19
584056,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,73057200015,FENESTRA CABERNET FRANC,TABLE WINE,2,908,19,SAFEWAY_1211_19
33828,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,8503475567,ITALBRAND CAPER BERRIES - IN VINEGAR JAR,MARINATED VEGETABLES,3,908,19,SAFEWAY_1211_19
200750,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,7914700089,CAPUTO 00 FLOUR,FLOUR,3,908,19,SAFEWAY_1211_19
486412,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,28194600000,BOARS HEAD BACON LAYER,SERVICE MEAT,3,908,19,SAFEWAY_1211_19
252912,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,79323251612,RUSTICHELLA TOMATO SAUCE WITH BASIL,SHELF STABLE PASTA & PIZZA SAUCE,3,908,19,SAFEWAY_1211_19
741134,SAFEWAY                  ,1211,3496 CAMINO TASSAJARA                   ,DANVILLE            ,CA,94506,23398600000,SALM SCKY W/TARRAGON GRLC BTR OVEN READY,SALMON FAMILY WILD (BULK),4,908,19,SAFEWAY_1211_19
909146,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81571301081,TIERRA LATINA PINEAPPLE,HISPANIC BEVERAGES & SNACKS,1,1463,20,SAFEWAY_2912_20
192787,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81215301056,ROBERT OATLEY SS CHARDONNAY,TABLE WINE,1,1463,20,SAFEWAY_2912_20
70605,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,61783500300,NEKEAS VEGA SINDOA EL CHAPARRAL,TABLE WINE,1,1463,20,SAFEWAY_2912_20
68854,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,8858069341,MERRY EDWARDS SAUVIGNON BLANC RR,TABLE WINE,1,1463,20,SAFEWAY_2912_20
907283,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81199401046,HENDRY CABERNET SAUVIGNON,TABLE WINE,1,1463,20,SAFEWAY_2912_20
62997,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,73662210263,D ARTAGNAN QUAIL EGGS,"POULTRY, MISCELLANEOUS",1,1463,20,SAFEWAY_2912_20
204756,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,24033400000,LEAN GROUND BEEF KSHR,"GROUND BEEF, RAW",1,1463,20,SAFEWAY_2912_20
62635,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412404,PAN DE MAIZ-CORN BREAD WEDGES,ISB SNACKS,1,1450,21,SAFEWAY_4319_21
72184,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911153,IBERIA ADOBO WITHOUT PEPPER,CARIBBEAN SPECIALTY FOODS,1,1450,21,SAFEWAY_4319_21
687309,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,79357369228,HOLY MACKEREL PANIC ATTACK  BTL,BEER,1,1450,21,SAFEWAY_4319_21
620672,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,87615300193,WINEMAKERS COLLECTION PINOT GRIGIO,TABLE WINE,1,1450,21,SAFEWAY_4319_21
620788,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566945101,8 SAGRADO CORAZON CANDLE,CARIBBEAN SPECIALTY FOODS,1,1450,21,SAFEWAY_4319_21
892385,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911511,IBERIA COCONUT WATER WITHOUT  PULP,CARIBBEAN SPECIALTY FOODS,1,1450,21,SAFEWAY_4319_21
624956,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,4133105925,GOYA ORGANIC BLACK QUINOA,MISCELLANEOUS HISPANIC FOODS,1,1450,21,SAFEWAY_4319_21
218831,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,24296100000,ORGANIC CANTALOUPE BOWL,FRESH FRUIT CONVENIENCE,1,727,22,PAVILION_2739_22
905225,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,26986200000,PAVILIONS FIG AND PISTACHIO BREAD PDG,ISB DESSERTS,1,727,22,PAVILION_2739_22
746730,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,22379000000,SQUARE CAKE FRUIT BASKET,ISB DESSERTS,1,727,22,PAVILION_2739_22
153542,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,79938000003,RENAISSANCE COOKIE CHOCOLATE CHIP,ISB DESSERTS,1,727,22,PAVILION_2739_22
153579,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,85584300404,AMERICAN STAR CAVIAR LIME VODKA,SPIRITS,1,727,22,PAVILION_2739_22
803643,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,23057700000,SALMON WRAPPED CEDAR PAPER,SALMON FAMILY FARMED - (BULK),1,727,22,PAVILION_2739_22
53382,PAVILION                 ,2739,8969 SANTA MONICA BLVD                  ,WEST HOLLYWOOD      ,CA,90069,21159000000,CHEESE ROBIOLA BOSINA COW SHEEP,DELI CHEESE,1,727,22,PAVILION_2739_22
142423,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85190200330,FIGUEROA MOUNTAIN BEER 101 BTL,BEER,1,769,23,ALBERTSONS_753_23
328166,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178505105,BERENDA ROAD SWT RD,TABLE WINE,1,769,23,ALBERTSONS_753_23
830207,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85950000609,AFTERSHOCK PARADISI IPA,BEER,1,769,23,ALBERTSONS_753_23
804717,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178500105,SOUTH COAST WINERY RSV CHARDONNAY,TABLE WINE,1,769,23,ALBERTSONS_753_23
732371,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178505101,BERENDA ROAD CABERNET SAUVIGNON,TABLE WINE,1,769,23,ALBERTSONS_753_23
268461,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,85565500611,WIENS BREWING APRICOT WHEAT,BEER,1,769,23,ALBERTSONS_753_23
917588,ALBERTSONS               ,753,31960 HWY 79                            ,TEMECULA            ,CA,92589,87178500119,SOUTH COAST WINERY SPUMANTE DIAMANTE,SPARKLING WINE,1,769,23,ALBERTSONS_753_23
799882,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,76048898809,NEW HELVETIA 916 PALE ALE  BTL,BEER,1,804,24,SAFEWAY_1617_24
286334,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,85884100404,LOOMIS BASIN BREWING SWETZER PALE  BTL,BEER,1,804,24,SAFEWAY_1617_24
860558,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,74825267925,JACKRABBIT IPA  BTL,BEER,1,804,24,SAFEWAY_1617_24
764280,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,85202400101,SCOTT HARVEY ZIN MOUTAIN SELECTION,TABLE WINE,1,804,24,SAFEWAY_1617_24
321256,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,9103758864,BELLAGRACE OLD VINE ZINFANDEL,TABLE WINE,1,804,24,SAFEWAY_1617_24
434377,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,74825267865,JACKRABBIT BAD HABIT  BTL,BEER,1,804,24,SAFEWAY_1617_24
892311,SAFEWAY                  ,1617,8640 SIERRA COLLEGE BLVD                ,ROSEVILLE           ,CA,95661,18561300910,ZAGANS FIRE OLD VINE ZINFANDEL,TABLE WINE,1,804,24,SAFEWAY_1617_24
905953,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600377,EL SEMBRADOR TOMATO PASTE,HISPANIC FOODS MEAL INGREDIENTS,1,1450,25,SAFEWAY_4319_25
83488,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911898,IBERIA SPAGHETTI 16 OZ,HISPANIC FOODS MEAL INGREDIENTS,1,1450,25,SAFEWAY_4319_25
631534,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000524,CONCHITA OLIVES AND CAPERS,HISPANIC FOODS MEAL INGREDIENTS,1,1450,25,SAFEWAY_4319_25
351606,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911896,IBERIA CUT ZITI,CARIBBEAN SPECIALTY FOODS,1,1450,25,SAFEWAY_4319_25
351298,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600457,EL SEMBRADOR MANGO CONCENTRATE,ALL OTHER FROZEN FRUITS,1,1450,25,SAFEWAY_4319_25
832323,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000501,CONCHITA ROASTED PIQUILLO PEPPERS,HISPANIC FOODS MEAL INGREDIENTS,1,1450,25,SAFEWAY_4319_25
345621,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566917620,IBERIA EXTRA VIRGIN OLIVE OIL,CARIBBEAN SPECIALTY FOODS,1,1450,25,SAFEWAY_4319_25
518702,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,9933600517,EL SEMBRADOR PAPA CRIOLLA,ALL OTHER FROZEN FRUITS,1,1342,26,SAFEWAY_3304_26
988955,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,7537000571,CONCHITA BLENDED OLIVE OIL,HISPANIC FOODS MEAL INGREDIENTS,1,1342,26,SAFEWAY_3304_26
878981,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,7537000656,CONCHITA OCTOPUS IN SOYBEAN OIL,MISCELLANEOUS HISPANIC FOODS,1,1342,26,SAFEWAY_3304_26
235655,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,9933600726,EL QUESERO SHREDDED MEXICAN BLEND,MISCELLANEOUS HISPANIC FOODS,1,1342,26,SAFEWAY_3304_26
770579,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,23235500000,POMPANO WHOLE FRZ,FINFISH ALL OTHER - WILD (BULK),1,1342,26,SAFEWAY_3304_26
330699,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,1820023982,NATURAL LIGHT 3/8/16  CAN,BEER,1,1342,26,SAFEWAY_3304_26
214717,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,23386200000,SALMON ATLANTIC PORTION 4 OZ FR FARMED,SERVICE SEAFOOD,1,1342,26,SAFEWAY_3304_26
594978,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,20356000000,PORK TAILS FZ,VARIETY MEATS,1,874,27,SAFEWAY_2894_27
883257,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,22811700000,DONUT OLD FASHION GLAZED 12CT,ISB BREAKFAST BAKED GOODS,2,874,27,SAFEWAY_2894_27
265384,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,7336628788,KAUAI KOOKIE HOMESTYLE TOAST GARLIC,FRENCH (MAIN MEAL) COMMERCIAL FRESH BREAD,2,874,27,SAFEWAY_2894_27
397643,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,2239257622,MONIKA SPICED VINEGAR HAWAII,ASIAN FOODS,2,874,27,SAFEWAY_2894_27
7125,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,26685800000,DONUTS CAKE PUMPKIN 10 CT,ISB BREAKFAST BAKED GOODS,2,874,27,SAFEWAY_2894_27
614765,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,23054700000,POKE/MARINATE IMITATION CRAB,SERVICE SEAFOOD,2,874,27,SAFEWAY_2894_27
280883,SAFEWAY                  ,2894,4454 NUHOU ST                           ,LIHUE               ,HI,96766,81231501520,GARCIA BACQUERO RISERVA 12,DELI CHEESE,3,874,27,SAFEWAY_2894_27
841689,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,88448601207,MIZANI DTANGLE 8.5 OZ,PROFESSIONAL DAILY HAIR CARE,1,901,28,SAFEWAY_2713_28
610119,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,22996000000,BROOKIE PEANUT BUTTER 4CT,ISB DESSERTS,2,901,28,SAFEWAY_2713_28
666398,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,5005185092,BONNE SMK EGG TRIO DR PEPPER,LIPSTICK,3,901,28,SAFEWAY_2713_28
562778,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,79670833003,AV KERACARE HUMECTO CREAM COND 8 OZ,PROFESSIONAL DAILY HAIR CARE,4,901,28,SAFEWAY_2713_28
852398,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,4012940008,ISLAND SNACK GUMMY BEARS,TAKE HOME CANDY/GUM/MINTS (IN-LINE),4,901,28,SAFEWAY_2713_28
191393,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,22995800000,BROOKIE RAINBOW 4CT,ISB DESSERTS,4,901,28,SAFEWAY_2713_28
216465,SAFEWAY                  ,2713,12410 FAIRWOOD PARKWAY                  ,BOWIE               ,MD,20720,85149200214,COCONUT SECRET BAR CCNUT CLSSC ORG,TAKE HOME CANDY/GUM/MINTS (IN-LINE),5,901,28,SAFEWAY_2713_28
850516,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,21170000000,FRANKLY FRESH SALAD HATCH RED & WHT POT,FULL SERVICE DELI SALADS,1,737,29,PAVILION_2214_29
889244,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,21114300000,FOODMATCH BOBBY SUES NUTS OVER OLIVES,DELI SPECIALTY MISC ITEMS,1,737,29,PAVILION_2214_29
640659,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,87972000005,TONDO BALSAMIC CREAM BLACK SQUEEZE,DELI SPECIALTY MISC ITEMS,1,737,29,PAVILION_2214_29
897087,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,87631400215,FRUTTA RUSTICA ORANGE PRSRVS,JAMS/JELLIES/PRESERVES,1,737,29,PAVILION_2214_29
168560,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,8689108501,PIPER HEIDSIECK RARE MILLESIME,SPARKLING WINE,1,737,29,PAVILION_2214_29
55945,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,3430714255,ZEIGLERS HONEY AND COMB WILDFLOWER,DELI SPECIALTY MISC ITEMS,1,737,29,PAVILION_2214_29
543426,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,26810600000,PAVILIONS FRESH PEACH BUTTER FRUIT TART,ISB DESSERTS,1,737,29,PAVILION_2214_29
837042,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,48494289601,SUGAR FREE CHOCOLATE PEANUTS,BULK FOODS,1,1274,30,SAFEWAY_4402_30
356209,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,26687100000,CREAM CAKE PUMPKIN CREAM CHEESE WHOLE,ISB DESSERTS,1,1274,30,SAFEWAY_4402_30
584865,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,4133102303,GOYA BABY LIMA BEANS,HISPANIC FOODS MEAL INGREDIENTS,1,1274,30,SAFEWAY_4402_30
124907,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,48494286101,MAPLE ALMOND GRANOLA,BULK FOODS,1,1274,30,SAFEWAY_4402_30
23557,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,89237100219,ASPIRATIONS CATEGORY 5 RIESLING,TABLE WINE,1,1274,30,SAFEWAY_4402_30
596720,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,8558201240,VIRGINIA PEANUT UNIV OF FLORIDA,SNACK NUTS,1,1274,30,SAFEWAY_4402_30
169393,SAFEWAY                  ,4402,10500 ULMERTON RD E #800                ,EAST LARGO          ,FL,33771,8200076665,SMIRNOFF ICE SLIM LINE  CAN,BEER,1,1274,30,SAFEWAY_4402_30
868677,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,4133101501,SLICED BLACK OLIVES,CENTRAL/SOUTH AMERICAN FOODS,1,1342,31,SAFEWAY_3304_31
165321,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,20940700000,90% LEAN GRND BEEF SLDR 10% FAT,SERVICE MEAT,1,1342,31,SAFEWAY_3304_31
464009,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,9933600669,EL SEMBRADOR ALMOJABANAS,MISCELLANEOUS HISPANIC FOODS,1,1342,31,SAFEWAY_3304_31
954703,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,23385900000,YELLOW TAIL SNAPPER WHOLE,SERVICE SEAFOOD,1,1342,31,SAFEWAY_3304_31
889848,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,7318741234,HTH SUPER 3 CHLORINATING TABS,POOL/SPA CARE MISC. HOUSEHOLD & TOYS,1,1342,31,SAFEWAY_3304_31
314797,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,86641900005,COPPERTAIL NIGHT SWIM  BTL,BEER,1,1342,31,SAFEWAY_3304_31
884574,SAFEWAY                  ,3304,503 E ALTAMONTE DR                      ,ALTAMONTE SPRINGS   ,FL,32701,85397000254,DBL CHOC CHP CKY BAKING MIX GLUTEN FREE,GLUTEN FREE GROCERY,1,1342,31,SAFEWAY_3304_31
119068,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,85532600306,BLACKBIRD VINEYARDS CONTRARIAN RED,TABLE WINE,1,1171,32,PAVILIONS_1911_32
890509,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,26879700000,PAVILIONS HC CHOCOLATE CAKE DONUT,ISB BREAKFAST BAKED GOODS,1,1171,32,PAVILIONS_1911_32
656906,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,89949800019,DARIOUSH NAPA MERLOT SIGNATURE,TABLE WINE,1,1171,32,PAVILIONS_1911_32
580052,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,8901601663,CLYDE MAYS ALABAMA BOURBON 110 PR,SPIRITS,1,1171,32,PAVILIONS_1911_32
656621,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,26990800000,PAVILIONS HC RAISED CUSTARD FILLED,ISB BREAKFAST BAKED GOODS,1,1171,32,PAVILIONS_1911_32
988246,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,21405600000,COUSCOUS SUMMER VEGETABLE,FULL SERVICE DELI SALADS,1,1171,32,PAVILIONS_1911_32
113214,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,23983300000,TILAPIA PAPILLOTE MEXICAN,SERVICE SEAFOOD,1,1171,32,PAVILIONS_1911_32
488189,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566919675,IBERIA MAYONNAISE,CARIBBEAN SPECIALTY FOODS,1,1450,33,SAFEWAY_4319_33
